1027	 purchase1028 	purchase1030	compete1031	compete1032	compete1033	compete1034	compete1035	compete1036	compete1037	compete1038	compete1039	compete1040	compete1041	compete1042	compete1043	compete1044	compete1045	compete1046	compete1047	compete1048	compete1049	compete1050	compete1051	compete1052	compete1053	compete1054	compete1055	compete1056	compete1057	compete1058	compete1059	compete1060	compete1061	compete1062	compete1063	compete1064	compete1065	compete1066	compete1067	compete1068	compete1069	compete1070	compete1071	compete1072	compete1073	compete1074	compete1075	compete1076	compete1077	compete1078	compete1079	compete1080	compete1081	compete1082	compete1083	compete1084	compete1085	compete1086	compete1087	compete1088	compete1089	compete1090	compete1091	compete1092	compete1093	compete1094	compete1095	compete1096	compete1097	compete1098	compete1099	compete1100	compete1101	compete1102	compete1103	compete1104	compete1105	compete1106	compete1107	compete1108	compete1109	compete1110	compete1111	compete1112	compete1113	compete1114	compete1115	compete1116	compete1117	compete1118	compete1119	compete1120	compete1121	compete1122	compete1123	compete1124	compete1125	compete1126	compete1127	compete1128	compete1129	compete1130	compete1131	compete1132	compete1133	compete1134	compete1135	compete1137	compete1138	compete1139	compete1140	compete1141	compete1142	compete1143	compete1144	compete1145	compete1146	compete1147	compete1148	compete1149	compete1150	compete1151	compete1152	compete1153	compete1154	compete1155	compete1156	compete1157	compete1158	compete1159	compete1160	compete1161	compete1162	compete1164	in_litigation1165	in_litigation1166	in_litigation1167	in_litigation1168	in_litigation1169	in_litigation1170	in_litigation1171	in_litigation1172	in_litigation1173	in_litigation1174	in_litigation1175	in_litigation1176	in_litigation1177	in_litigation1178	in_litigation1179	in_litigation1180	in_litigation1181	in_litigation1182	in_litigation1183	in_litigation1184	in_litigation1185	in_litigation1186	in_litigation1187	in_litigation1188	in_litigation1189	in_litigation1190	in_litigation1191	in_litigation1192	in_litigation1193	in_litigation1196	in_litigation1197	in_litigation1198	in_litigation1199	in_litigation1200	in_litigation1201	in_litigation1202	in_litigation1203	in_litigation1204	in_litigation1205	in_litigation1206	in_litigation1207	in_litigation1208	in_litigation1209	in_litigation1210	in_litigation1211	in_litigation1212	in_litigation1213	in_litigation1214	in_litigation1215	in_litigation1216	in_litigation1217	in_litigation1218	in_litigation1219	in_litigation1220	in_litigation1221	in_litigation1222	in_litigation1223	in_litigation1224	in_litigation1225	in_litigation1226	in_litigation1227	in_litigation1228	in_litigation1229	in_litigation1230	in_litigation1231	in_litigation1232	in_litigation1233	in_litigation1234	in_litigation1235	in_litigation1236	in_litigation1237	in_litigation1238	in_litigation1239	in_litigation1240	in_litigation1241	in_litigation1242	in_litigation1243	in_litigation1244	compete1245	compete1246	acquired
1247	acquired
1248	acquired
1249	acquired
1250	acquired
1251	acquired
1252	acquired
1253	acquired
1254	acquired
1255	acquired
1256	acquired
1257	acquired
1258	acquired
1259	acquired
1260	acquired
1261	acquired
1262	acquired
1263	acquired
1264	acquired
1265	acquired
1266	acquired
1267	acquired
1268	acquired
1269	acquired
1270	acquired
1271	acquired
1272	acquired
1273	acquired
1274	acquired
1275	acquired
1276	acquired
1277	acquired
1278	acquired
1279	acquired
1280	acquired
1281	acquired
1282	acquired
1283	invested
1284	invested
1285	invested
1286	invested
1287	invested
1288	invested
1289	invested
1290	invested
1291	invested
1292	invested
1293	invested
1294	invested
1295	invested
1296	invested
1297	invested
1298	invested
1299	invested
1300	invested
1301	invested
1302	invested
1303	invested
1304	invested
1305	invested
1306	invested
1307	invested
1308	invested
1309	invested
1310	invested
1311	invested
1312	invested
1313	invested
1314	invested
1315	invested
1316	invested
1317	invested
1318	invested
1319	invested
1320	invested
1321	invested
1322	invested
1323	invested
1324	invested
1325	invested
1326	invested
1327	invested
1328	invested
1329	invested
1330	invested
1331	invested
1332	invested
1333	invested
1334	invested
1335	invested
1336	invested
1337	invested
1338	invested
1339	invested
1340	invested
1341	invested
1342	invested
1343	invested
1344	invested
1345	invested
1346	invested
1347	invested
1348	invested
1349	invested
1350	invested
1351	invested
1352	invested
1353	invested
1354	invested
1355	invested
1356	invested
1357	invested
1358	invested
1359	invested
1360	invested
1361	invested
1362	invested
1363	invested
1364	invested
1365	invested
1366	invested
1367	invested
1368	invested
1369	invested
1370	invested
1371	invested
1372	invested
1373	invested
1374	invested
1375	invested
1376	invested
1377	invested
1378	invested
1379	invested
1380	invested
1381	invested
1382	invested
1383	invested
1384	invested
1385	invested
1386	invested
1387	invested
1388	invested
1389	invested
1390	invested
1391	invested
1392	invested
1393	invested
1394	invested
1395	invested
1396	invested
1397	invested
1398	invested
1399	invested
1400	invested
1401	invested
1402	invested
1403	invested
1404	invested
1405	invested
1406	invested
1407	invested
1408	invested
1409	invested
1410	invested
1411	invested
1412	invested
1413	invested
1414	invested
1415	invested
1401	acquired
1402	acquired
1403	acquired
1404	acquired
1405	acquired
1406	acquired
1407	acquired
1408	acquired
1409	acquired
1410	acquired
1411	acquired
1412	acquired
1413	acquired
1414	acquired
1415	acquired
1416	acquired
1417	acquired
1418	acquired
1419	acquired
1440	invested
1441	invested
1442	invested
1443	invested
1444	invested
1445	invested
1446	invested
1447	acquired
1448	acquired
1449	acquired
1450	acquired
1451	acquired
1452	acquired
1453	acquired
1454	acquired
1455	acquired
1456	acquired
1457	acquired
1458	acquired
1459	acquired
1460	acquired
1461	acquired
1462	invested
1463	invested
1464	invested
1465	invested
1466	invested
1467	invested
1468	invested
1469	invested
1470	invested
1471	invested
1472	invested
1473	invested
1474	invested
1475	invested
1476	invested
1477	invested
1478	invested
1479	invested
1480	invested
1481	invested
1482	invested
1483	invested
1484	invested
1485	invested
1486	invested
1487	invested
1488	invested
1489	invested
1490	invested
1491	invested
1492	invested
1493	invested
1494	invested
1495	invested
1496	invested
1497	invested
1498	invested
1499	invested
1500	acquired
1501	acquired
1502	acquired
1503	acquired
1504	acquired
1505	acquired
1506	acquired
1507	acquired
1508	acquired
1509	acquired
1510	acquired
1511	acquired
1512	acquired
1513	acquired
1514	acquired
1515	acquired
1516	acquired
1517	acquired
1518	acquired
1519	acquired
1520	acquired
1521	acquired
1522	acquired
1523	acquired
1524	acquired
1525	acquired
1526	acquired
1527	acquired
1528	acquired
1529	acquired
1530	acquired
1531	acquired
1532	acquired
1533	acquired
1534	acquired
1535	acquired
1536	acquired
1537	acquired
1538	acquired
1539	acquired
1540	acquired
1541	acquired
